(113, 13);1
(15, 132);9
(8, 129);5
(8, 132);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 116);1
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);13
(136, 86);4
(123, 139);10
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(121, 139);10
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);12
