(0, 7);7
(8, 132);10
(105, 116);10
(136, 117);10
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 84);4
(122, 137);1
(0, 7);7
(15, 132);9
(8, 125);7
(8, 132);10
(105, 116);10
(136, 115);8
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);13
(136, 86);10
(63, 5);13
(136, 6);5
(15, 132);9
(8, 129);5
(8, 132);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);2
(0, 7);7
(15, 132);9
(8, 132);10
(106, 116);10
(136, 117);13
(136, 86);4
(122, 141);10
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);11
(122, 138);12
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 139);0
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);5
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(106, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);5
