(0, 7);7
(8, 132);10
(105, 116);3
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);9
(13, 132);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 117);13
(136, 87);10
(1, 7);12
(136, 6);10
(17, 132);6
(19, 132);10
(116, 125);6
(113, 13);7
(120, 15);10
(15, 132);9
(8, 130);10
(105, 116);10
(136, 117);13
(136, 83);1
(64, 5);3
(35, 71);10
(51, 139);8
(1, 7);12
(35, 71);10
(51, 139);8
(0, 7);7
(35, 71);10
