(0, 7);7
(8, 132);10
(105, 116);10
(136, 115);12
(136, 124);3
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 118);2
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);0
(8, 132);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);3
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);9
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);1
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);6
(110, 139);10
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);5
(0, 7);7
(35, 71);10
(48, 136);10
