(0, 7);7
(8, 132);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);3
(15, 132);9
(8, 129);5
(8, 132);10
(107, 117);2
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);11
(122, 140);0
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);7
(1, 7);12
(35, 71);10
(52, 141);1
(0, 7);7
(15, 132);1
(15, 132);9
(8, 129);5
(8, 132);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);9
(64, 5);2
(35, 71);10
(51, 139);3
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 115);10
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);12
(0, 7);7
(15, 132);9
(8, 132);9
(8, 129);5
(8, 132);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 117);13
(136, 86);8
(168, 167);9
(136, 6);10
(18, 132);10
(119, 130);0
(0, 7);12
(15, 132);9
(8, 132);10
(105, 116);10
(136, 115);12
(136, 124);3
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 121);0
(0, 7);7
(15, 132);9
(8, 132);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);13
(15, 132);9
(8, 126);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 139);0
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);9
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
(136, 85);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 128);10
(105, 116);10
(136, 117);13
(136, 86);4
(122, 138);12
(0, 7);7
(15, 132);9
(8, 126);10
(105, 116);10
(136, 115);12
(136, 124);13
