30;6
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;94
7;92
7;93
7;93
7;94
7;95
7;96
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
119;15
