119;15
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
111;121
119;15
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
14;133
111;121
119;15
14;133
14;133
14;133
14;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
7;133
119;15
